Slide #,Slide Mount Date,Subject,Slide Mount Notation,Scanned
4179,Jul-82,,Rose Greely,X
4180,Jul-82,,,X
4181,Jul-82,,,X
4182,Jul-82,,,X
4183,Jun-82,,,X
4184,Jun-82,,,X
4185,Jun-82,,,X
4186,Jun-82,,,X
4187,Jun-82,,,X
4188,Jun-82,,,X
4189,Jun-82,,,X
4190,Jun-82,,,X
4191,Jun-82,,,X
4192,Jun-82,,,X
4193,Jun-82,,Front cover postcard 4 in 1   Diathus Tiny Rubies,X
4194,Jun-82,,,X
4195,Jun-82,,,X
4196,Jun-82,,,X
4197,Jun-82,wisteria bloom,,X
4198,Jun-82,wisteria bloom,,X
4199,Jun-82,wisteria bloom,,X
4200,Jun-82,wisteria bloom,,X
4201,Jun-82,,,X
4202,Jun-82,,,X
4203,Jul-82,,,X
4204,Jul-82,,best one for stu,X
4205,Jul-82,,,X
4206,Jul-82,,,X
4207,Jul-82,,,X
4208,Jul-82,,,X
4209,Jul-82,,,X
4210,Jul-82,,,X
4211,Jul-82,,,X
4212,Jul-82,,,X
4213,Jul-82,,,X
4214,Jul-82,,,X
4215,Jul-82,,,X
4216,Jul-82,,,X
4217,Jul-82,,,X
4218,Jul-82,,postcard,X
4219,Jul-82,,,X
4220,Jul-82,,,X
4221,Jul-82,,,X
4222,,,postcard Japanese Garden,X
4223,Jul-82,,,X
4224,Jul-82,,,X
4225,Jul-82,,,X
4226,Jul-82,,,X
4227,Jul-82,,,X
4228,Jul-82,,,X
4229,Jul-82,,,X
4230,Jul-82,,,X
4231,Jul-82,,,X
4232,Jul-82,,,X
4233,Jul-82,,,X
4234,Aug-82,,,X
4235,Aug-82,,,X
4236,Aug-82,,,X
4237,Aug-82,,,X
4238,Aug-82,,,X
4239,Aug-82,,,X
4240,Aug-82,,,X
4241,Aug-82,,,X
4242,Aug-82,,,X
4243,Aug-82,,,X
4244,Aug-82,,,X
4245,Aug-82,,,X
4246,Aug-82,,,X
4247,Aug-82,,,X
4248,Aug-82,,,X
4249,Aug-82,,,X
4250,Aug-82,,,X
4251,Aug-82,,,X
4252,Aug-82,,,X
4253,Apr-82,,,X
4254,Apr-82,,,X
4255,Apr-82,,,X
4256,Apr-82,,,X
4257,Apr-82,,,X
4258,Apr-82,,,X
4259,Apr-82,,,X
4260,Apr-82,,,X
4261,Apr-82,,,X
4262,Apr-82,,,X
4263,Apr-82,,,X
4264,Apr-82,,,X
4265,Aug-82,,,X
4266,Aug-82,,,X
4267,Aug-82,,,X
4268,Aug-82,,,X
4269,Sep-82,,,X
4270,Sep-82,,,X
4271,Sep-82,,,X
4272,Sep-82,,,X
4273,Sep-82,,,X
4274,Sep-82,,,X
4275,Sep-82,,,X
4276,Sep-82,,,X
4277,Sep-82,,,X
4278,Sep-82,,,X
4279,Sep-82,,,X
4280,Sep-82,,,X
4281,Nov-82,,dwarf bamboo   Vancouver,
4282,Nov-82,,,
4283,Nov-82,,,
4284,Nov-82,,,
4285,Nov-82,,,
4286,Nov-82,,,
4287,Nov-82,,Vancouver,
4288,Nov-82,,"San Mateo, CA",
4289,Nov-82,,,
4290,Nov-82,,,
4291,Nov-82,,,
4292,Nov-82,,,
4293,Nov-82,,,
4294,Nov-82,,,
4295,Nov-82,,,
4296,Nov-82,,,
4297,Nov-82,,,
4298,Nov-82,,,
4299,Nov-82,,"Golden State Park,  San Francisco",
4300,Nov-82,,Portland Japanese Garden  ,
4301,Nov-82,,,X
4302,Nov-82,,,X
4303,Nov-82,,,X
4304,Nov-82,,,X
4305,Nov-82,,,X
4306,Nov-82,,,X
4307,Nov-82,,,X
4308,Nov-82,,,X
4309,Nov-82,,,X
4310,Nov-82,,Euonymus alata compacta,X
4311,Nov-82,,,X
4312,Nov-82,,,X
4313,Nov-82,,,X
4314,Nov-82,,,X
4315,Nov-82,,,X
4316,Nov-82,,,X
4317,Nov-82,,Viburnum bodnatense  'Pink Dawn',X
4318,Nov-82,,,X
4319,,,,X
4320,Jan-83,,,X
4321,Jan-83,,,X
4322,Jan-83,,,X
4323,Jan-83,,,X
4324,Jan-83,,,X
4325,Jan-83,,,X
4326,Jan-83,,,X
4327,Jan-83,,,X
4328,Jan-83,,,X
4329,Jan-83,,,X
4330,Jan-83,,,X
4331,Jan-83,,,X
4332,Jan-83,,,X
4333,Jan-83,,,X
4334,Jan-83,,,X
4335,Jan-83,,,X
4336,Jan-83,,,X
4337,Jan-83,,,X
4338,Jan-83,,,X
4339,Jan-83,,,X
4340,Jan-83,,,X
4341,Jan-83,,,X
4342,Jan-83,,,X
4343,Jan-83,,,X
4344,Jan-83,,,X
4345,Jan-83,,,X
4346,Jan-83,,,X
4347,Jan-83,,,X
4348,Jan-83,,,X
4349,Jan-83,,,X
4350,Jan-83,,,X
4351,Jan-83,,,X
4352,Jan-83,,,X
4353,Jan-83,,,X
4354,Jan-83,,,X
4355,Jan-83,,,X
4356,Jan-83,,,X
4357,Jan-83,,,X
4358,Jan-83,,Cornus kousa,X
4359,Jan-83,,,X
4360,Jan-83,,,X
4361,Jan-83,,,X
4362,Jan-83,,,X
4363,Jan-83,,,X
4364,Jan-83,,,X
4365,Nov-82,,Cornus mas,X
4366,Nov-82,,,X
4367,Nov-82,,,X
4368,Nov-82,,,X
4369,Nov-82,,,X
4370,Nov-82,,,X
4371,Nov-82,,,X
4372,Nov-82,,,X
4373,Nov-82,,,X
4374,Nov-82,,,X
4375,Jan-83,,,X
4376,Jan-83,,,X
4377,Jan-83,,,X
4378,Jan-83,,,X
4379,Jan-83,,,X
4380,Jan-83,,,X
4381,Jan-83,,,X
4382,Jan-83,,,X
4383,Jan-83,,,X
4384,Jan-83,,,X
4385,Jan-83,,,X
4386,Jan-83,,,X
4387,Jan-83,,,X
4388,Jan-83,,,X
4389,Jan-83,,,X
4390,Jan-83,,,X
4391,Jan-83,,,X
4392,Jan-83,,,X
4393,Jan-83,,,X
4394,Jan-83,,,X
4395,Jan-83,,,X
4396,Jan-83,,,X
4397,Jan-83,,,X
4398,Jan-83,,,X
4399,Jan-83,,,X
4400,Jan-83,,,X
4401,Jan-83,,,X
4402,Jan-83,,,X
4403,Jan-83,,,X
4404,Jan-83,,,X
4405,Jan-83,,,X
4406,Jan-83,,,X
4407,Apr-83,,,X
4408,Apr-83,,,X
4409,Apr-83,,,X
4410,Apr-83,,,X
4411,Apr-83,,Print no good.  Mt. Hood not clear,X
4412,Apr-83,,garden by Hoichi Kurisu   Upper Boones Ferry    I-5,X
4413,Apr-83,,garden by Hoichi Kurisu   Upper Boones Ferry    I-5,X
4414,Apr-83,,garden by Hoichi Kurisu   Upper Boones Ferry    I-5,X
4415,Apr-83,,garden by Hoichi Kurisu   Upper Boones Ferry    I-5,X
4416,Apr-83,,garden by Hoichi Kurisu   Upper Boones Ferry    I-5,X
4417,Apr-83,,garden by Hoichi Kurisu   Upper Boones Ferry    I-5,X
4418,Apr-83,,,X
4419,Apr-83,,,X
4420,Apr-83,,,X
4421,Apr-83,,,X
4422,Apr-83,,Print no good ,X
4423,Apr-83,,,X
4424,Apr-83,,,X
4425,Apr-83,,,X
4426,Apr-83,,,X
4427,Apr-83,,postcard,X
4428,Apr-83,,,X
4429,Apr-83,,,X
4430,Apr-83,,,X
4431,Apr-83,,,X
4432,Apr-83,,,X
4433,Apr-83,,,X
4434,Apr-83,,,X
4435,Apr-83,,,X
4436,Apr-83,,,X
4437,Apr-83,,,X
4438,Apr-83,,,X
4439,Apr-83,,,X
4440,Apr-83,,,X
4441,Apr-83,,,X
4442,Apr-83,,,X
4443,Apr-83,,,X
4444,Apr-83,,,X
4445,Apr-83,,,X
4446,Apr-83,,,X
4447,Apr-83,,,X
4448,Apr-83,,,X
4449,Apr-83,,,X
4450,Apr-83,,,X
4451,Apr-83,,,X
4452,Apr-83,,,X
4453,Apr-83,,,X
4454,Apr-83,,,X
4455,Apr-83,,,X
4456,Apr-83,,,X
4457,Apr-83,,,X
4458,Apr-83,,,X
4459,Apr-83,,,X
4460,Apr-83,,,X
4461,Apr-83,,,X
4462,Apr-83,,,X
4463,Apr-83,,,X
4464,Apr-83,,,X
4465,Apr-83,,,X
4466,Apr-83,,,X
4467,Apr-83,,,X
4468,Apr-83,,,X
4469,Apr-83,,,X
4470,Apr-83,,,X
4471,Apr-83,,,X
4472,Apr-83,,,X
4473,Apr-83,,,X
4474,Apr-83,,,X
4475,Apr-83,,,X
4476,Apr-83,,,X
4477,Apr-83,,,X
4478,Apr-83,,,X
4479,Apr-83,,,X
4480,Apr-83,setting stones in stream,,X
4481,Apr-83,setting stones in stream,,X
4482,Apr-83,setting stones in stream,,X
4483,Apr-83,setting stones in stream,,X
4484,Apr-83,setting stones in stream,,X
4485,Apr-83,setting stones in stream,,X
4486,Apr-83,setting stones in stream,,X
4487,Apr-83,,,X
4488,Apr-83,,,X
4489,Apr-83,,,X
4490,Apr-83,,,X
4491,Apr-83,,,X
4492,Apr-83,,,X
4493,Apr-83,,,X
4494,Apr-83,,,X
4495,Apr-83,,,X
4496,Apr-83,,,X
4497,Apr-83,,,X
4498,Apr-83,,,X
4499,Apr-83,,,X
4500,Apr-83,,,X
4501,Apr-83,,,X
4502,Apr-83,,,X
4503,Apr-83,,,X
4504,Apr-83,,,X
4505,Apr-83,,,X
4506,Apr-83,,,X
4507,Apr-83,,,X
4508,Apr-83,,,X
4509,Apr-83,,,X
4510,Apr-83,,,X
4511,Jul-83,,,X
4512,Jul-83,,,X
4513,Jul-83,,,X
4514,Jul-83,,,X
4515,Jul-83,zigzag bridge pond,original,X
4516,Jul-83,,,X
4517,Jul-83,,,X
4518,Jul-83,,,X
4519,Jul-83,,,X
4520,Jul-83,,,X
4521,Jul-83,,,X
4522,Jul-83,,,X
4523,Jul-83,,,X
4524,Jul-83,,,X
4525,Jul-83,,,X
4526,Jul-83,,,X
4527,,,cover for the flyer,X
