Slide #,Slide Mount Date,Subject,Slide Mount Notation,Scanned
2846,May-80,,,X
2847,May-80,,,X
2848,May-80,,,X
2849,May-80,,,X
2850,May-80,,,X
2851,May-80,,,X
2852,May-80,,,X
2853,May-80,,,X
2854,May-80,,,X
2855,May-80,,,X
2856,May-80,,,X
2857,May-80,,,X
2858,May-80,,,X
2859,May-80,,,X
2860,May-80,,,X
2861,May-80,,,X
2862,May-80,,,X
2863,Aug-80,,,X
2864,Aug-80,,,X
2865,Aug-80,,,X
2866,Aug-80,,,X
2867,Aug-80,,,X
2868,Aug-80,,,X
2869,Aug-80,,,X
2870,Aug-80,,,X
2871,Aug-80,,,X
2872,Aug-80,,,X
2873,,,Natural Garden.  1st ARS prize,X
2874,Aug-80,,,X
2875,Aug-80,,,X
2876,Aug-80,,,X
2877,Aug-80,,,X
2878,Aug-80,,,X
2879,Aug-80,,,X
2880,Aug-80,,,X
2881,Aug-80,,,X
2882,Aug-80,,,X
2883,Aug-80,,,X
2884,Aug-80,,,X
2885,Aug-80,,,X
2886,Aug-80,,postcard,X
2887,Aug-80,,,X
2888,Aug-80,,,X
2889,Aug-80,,,X
2890,Aug-80,,,X
2891,Aug-80,,,X
2892,Aug-80,,,X
2893,Aug-80,,,X
2894,Aug-80,,,X
2895,Aug-80,,,X
2896,Aug-80,,,X
2897,Aug-80,,,X
2898,Aug-80,,,X
2899,Aug-80,,,X
2900,Aug-80,,,X
2901,Aug-80,,,X
2902,Aug-80,,,X
2903,Aug-80,,,X
2904,Aug-80,,,X
2905,Aug-80,,,X
2906,Aug-80,,substitute next 6 slides,X
2907,Aug-80,,,X
2908,Aug-80,,,X
2909,Aug-80,,,X
2910,Aug-80,,,X
2911,Aug-80,,,X
2912,Aug-80,,,X
2913,Aug-80,,,X
2914,Aug-80,,,X
2915,Aug-80,,,X
2916,Aug-80,,,X
2917,Aug-80,,,X
2918,Aug-80,,,X
2919,Aug-80,,,X
2920,Aug-80,,,X
2921,Aug-80,,,X
2922,Aug-80,,,X
2923,Aug-80,,,X
2924,Aug-80,,,X
2925,Aug-80,,,X
2926,Aug-80,,,X
2927,Aug-80,,,X
2928,Aug-80,,,X
2929,Aug-80,,,X
2930,Aug-80,,,X
2931,Aug-80,,,X
2932,Aug-80,,white azalea hill     mucranatum,X
2933,Aug-80,,,X
2934,Aug-80,,,X
2935,Aug-80,,,X
2936,Aug-80,,,X
2937,Sep-79,,,X
2938,Aug-80,,,X
2939,,,postcard     fix,X
2940,Aug-80,,,X
2941,Aug-80,,,X
2942,Aug-80,,,X
2943,Aug-80,,,X
2944,Aug-80,,in flyer,X
2945,Aug-80,,,X
2946,Aug-80,,,X
2947,Aug-80,,,X
2948,Aug-80,,,X
2949,Aug-80,,,X
2950,Aug-80,,,X
2951,Aug-80,,Rose Greely (for)     Treasure  (back),X
2952,Aug-80,,,X
2953,Aug-80,,,X
2954,Aug-80,,,X
2955,Aug-80,,,X
2956,Aug-80,,,X
2957,Aug-80,,,X
2958,May-80,,,X
2959,May-80,,,X
2960,May-80,,,X
2961,May-80,,,X
2962,May-80,,,X
2963,May-80,,,X
2964,May-80,,,X
2965,May-80,,,X
2966,May-80,,,X
2967,May-80,,,X
2968,May-80,,,X
2969,May-80,,,X
2970,May-80,,,X
2971,May-80,,,X
2972,May-80,,,X
2973,May-80,,,X
2974,May-80,,,X
2975,May-80,,,X
2976,May-80,,,X
2977,May-80,,,X
2978,May-80,,,X
2979,May-80,,,X
2980,May-80,,,X
2981,May-80,,,X
2982,May-80,,,X
2983,May-80,,,X
2984,May-80,,,X
2985,May-80,,,X
2986,May-80,,,X
2987,May-80,,,X
2988,May-80,,,X
2989,May-80,,,X
2990,May-80,,,X
2991,May-80,,,X
2992,May-80,,,X
2993,May-80,,,X
2994,May-80,,,X
2995,May-80,,Bill Robinson center,X
2996,May-80,,Avery photo,X
2997,May-80,,Avery photo,X
2998,May-80,,Avery photo,X
2999,May-80,,Avery photo     Vivian Abbot,X
3000,May-80,Maggie Drake & Bill Robinson,Avery photo,X
