Slide #,Slide Mount Date,Subject,Slide Mount Notation,Scanned
2191,Jan-79,snow & ice scene,,X
2192,Jan-79,snow & ice scene,,X
2193,Jan-79,snow & ice scene,,X
2194,Jan-79,ice on snow viewing lantern,,X
2195,Jan-79,snow & ice scene,,X
2196,Jan-79,snow & ice scene,,X
2197,Jan-79,snow & ice scene,,X
2198,Jan-79,ice on maple & pagoda,,X
2199,Jan-79,snow & ice scene,,X
2200,Jan-79,snow & ice scene,,X
2201,Jan-79,snow & ice scene,,X
2202,Jan-79,snow & ice scene,,X
2203,Jan-79,snow & ice scene,,X
2204,Jan-79,snow & ice scene,,X
2205,Jan-79,snow & ice scene,,X
2206,Jan-79,snow & ice scene,,X
2207,Jan-79,snow & ice scene,,X
2208,Jan-79,ice on lantern,,X
2209,Jan-79,snow & ice scene,,X
2210,Jan-79,snow & ice scene,,X
2211,Jan-79,ice on big Japanese maple,,X
2212,Jan-79,snow & ice scene,,X
2213,Jan-79,snow & ice scene,,X
2214,Jan-79,ice on birch tree,,X
2215,Jan-79,snow & ice scene,,X
2216,Jan-79,snow & ice scene,,X
2217,Jan-79,snow & ice scene,,X
2218,Jan-79,snow & ice scene,,X
2219,Jan-79,snow & ice scene,,X
2220,Jan-79,snow & ice scene,,X
2221,Jan-79,ice on visitor shuttle,,X
2222,Jan-79,snow & ice scene,,X
2223,Jan-79,snow & ice scene,,X
2224,Jan-79,ice on trees,,X
2225,Jan-79,ice on  japanese maple,,X
2226,Jan-79,snow & ice scene,,X
2227,Jan-79,snow & ice scene,,X
2228,Jan-79,snow & ice scene,,X
2229,Jan-79,ice on pinus contorta,,X
2230,Jan-79,ice on  tsukubi,,X
2231,Jan-79,ice on Foo dog,,X
2232,Jan-79,snow & ice scene,,X
2233,Dec-77,Japanese garden scene,Liberty Park San Jose,
2234,Dec-77,Japanese garden scene,Liberty Park San Jose,
2235,Dec-77,Japanese garden scene,Liberty Park San Jose,
2236,Dec-77,Japanese garden scene,Liberty Park San Jose,
2237,Dec-77,Japanese garden scene,Temple San Jose,
2238,Dec-77,Japanese garden scene,San Jose,
2239,Dec-77,Japanese garden scene,San Jose,
2240,Dec-77,Japanese garden scene,San Jose,
2241,Dec-77,Japanese garden scene,Temple San Jose,
2242,Dec-77,Japanese garden scene,Temple San Jose,
2243,Dec-77,Japanese garden scene,San Francisco,
2244,Dec-77,Japanese garden scene,San Francisco,
2245,Dec-77,Japanese garden scene,San Francisco,
2246,Dec-77,Japanese garden scene,San Francisco,
2247,Dec-77,Japanese garden scene,San Mateo,
2248,Dec-77,Japanese garden scene,San Mateo,
2249,Dec-77,Japanese garden scene,San Mateo,
2250,Dec-77,Japanese garden scene,San Mateo,
2251,Dec-77,Japanese garden scene,San Mateo,
2252,Dec-77,Japanese garden scene,San Mateo,
2253,Dec-77,Japanese garden scene,San Mateo,
2254,Dec-77,Japanese garden scene,San Mateo,
2255,Dec-77,Japanese garden scene,San Mateo,
2256,Dec-77,Japanese garden scene,San Mateo,
2257,Dec-77,Japanese garden scene,San Mateo,
2258,Dec-77,Japanese garden scene,San Mateo,
2259,Dec-77,Japanese garden scene,San Mateo,
2260,Dec-77,Japanese garden scene,San Mateo,
2261,Dec-77,Japanese garden scene,San Mateo,
2262,Dec-77,Japanese garden scene,San Mateo,
2263,Dec-77,Japanese garden scene,San Mateo,
2264,Apr-79,,,X
2265,Apr-79,,,X
2266,Apr-79,,,X
2267,Apr-79,,,X
2268,Apr-79,,,X
2269,Apr-79,,,X
2270,Apr-79,,,X
2271,Apr-79,,,X
2272,,,,X
2273,Apr-79,,,X
2274,Apr-79,,,X
2275,Apr-79,,,X
2276,Apr-79,,,X
2277,Apr-79,,,X
2278,Apr-79,,Sapporo tower,X
2279,Apr-79,,,X
2280,Apr-79,,,X
2281,Apr-79,,,X
2282,Apr-79,,,X
2283,Apr-79,,,X
2284,Apr-79,,,X
2285,Apr-79,,,X
2286,Apr-79,,,X
2287,Apr-79,,,X
2288,Apr-79,,,X
2289,Apr-79,,,X
2290,Apr-79,,,X
2291,Apr-79,,,X
2292,Apr-79,,,X
2293,Apr-79,,,X
2294,Apr-79,,,X
2295,Apr-79,,,X
2296,Apr-79,,,X
2297,Apr-79,,,X
2298,Apr-79,,,X
2299,Apr-79,,,X
2300,Apr-79,,,X
2301,Jun-79,,,X
2302,Jun-79,,,X
2303,Jun-79,,,X
2304,Jun-79,,,X
2305,Jun-79,,,X
2306,Jun-79,,,X
2307,Jun-79,,,X
2308,Jun-79,,,X
2309,Jun-79,,,X
2310,Jun-79,,postcard,X
2311,Jun-79,,,X
2312,Jun-79,,,X
2313,Jun-79,,,X
2314,Jun-79,,,X
2315,Jun-79,,,X
2316,Jun-79,,,X
2317,Nov-80,,tram @ Inn at Otter Crest,X
2318,Jun-79,,,X
2319,Jun-79,,,X
2320,Jun-79,,,X
2321,Jun-79,,,X
2322,Jun-79,,,X
2323,Jun-79,,,X
2324,Jun-79,,,X
2325,Jun-79,,,X
2326,Jun-79,,,X
2327,Jun-79,,,X
2328,Jun-79,,,X
2329,Jun-79,,,X
2330,Jun-79,,,X
2331,Jun-79,,,X
2332,Jun-79,,,X
2333,Jun-79,,,X
2334,Jun-79,,,X
2335,Jun-79,,,X
2336,Jun-79,,,X
2337,Jun-79,,,X
2338,,,,X
2339,Jun-79,,,X
2340,Jun-79,,,X
2341,Jun-79,,,X
2342,Jun-79,,,X
2343,Jun-79,,,X
2344,Jun-79,,,X
2345,Jun-79,,,X
2346,Jun-79,,,X
2347,Jun-79,,,X
2348,Jun-79,,,X
2349,Jun-79,,,X
2350,Jun-79,,,X
2351,Jun-79,,,X
2352,Jun-79,,,X
2353,Jun-79,,,X
2354,Jun-79,,,X
2355,Jun-79,,,X
2356,Jun-79,,,X
2357,Jun-79,,,X
2358,Jun-79,,,X
2359,Jun-79,,,X
2360,Jun-79,,,X
2361,Jun-79,,,X
2362,Jun-79,,,X
2363,Jun-79,,,X
2364,Jun-79,,,X
2365,Jun-79,,,X
2366,Jun-79,,,X
2367,Jun-79,,,X
2368,Jun-79,,,X
2369,Jun-79,,,X
2370,Jul-79,Ralph Becker photographer,Next 19 slides taken by Ralph Becker,X
2371,Jul-79,Ralph Becker photographer,Liz Potts,X
2372,Jul-79,Ralph Becker photographer,,X
2373,Jul-79,Ralph Becker photographer,,X
2374,Jul-79,Ralph Becker photographer,Lorna Markwart,X
2375,Jul-79,Ralph Becker photographer,,X
2376,Jul-79,Ralph Becker photographer,,X
2377,Jul-79,Ralph Becker photographer,,X
2378,Jul-79,Ralph Becker photographer,,X
2379,Jul-79,Ralph Becker photographer,,X
2380,Jul-79,Ralph Becker photographer,,X
2381,Jul-79,Ralph Becker photographer,Becker's sister,X
2382,Jul-79,Ralph Becker photographer,,X
2383,Jul-79,Ralph Becker photographer,,X
2384,Jul-79,Ralph Becker photographer,,X
2385,Jul-79,Ralph Becker photographer,,X
2386,Jul-79,Ralph Becker photographer,,X
2387,Jul-79,Ralph Becker photographer,,X
2388,Jul-79,Ralph Becker photographer,end of Becker's slides.  Roweana Newton,X
2389,Aug-79,,,X
2390,Aug-79,,,X
2391,Aug-79,,Smith Western,X
2392,,,in flyer,X
2393,Aug-79,,,X
2394,Aug-79,,,X
2395,Aug-79,,,X
2396,,,Grayline flyer,X
2397,Aug-79,,,X
2398,,,flyer  or postcard,X
2399,Aug-79,,,X
2400,Aug-79,,in flyer,X
2401,Aug-79,,,X
2402,Aug-79,,,X
2403,Aug-79,,,X
2404,Aug-79,,,X
2405,Aug-79,,,X
2406,Aug-79,,,X
2407,Aug-79,,,X
2408,Aug-79,,,X
2409,Aug-79,,,X
2410,Aug-79,,,X
2411,Aug-79,,,X
2412,Aug-79,,,X
2413,Aug-79,,,X
2414,Aug-79,,,X
2415,Aug-79,,,X
2416,Aug-79,,,X
2417,Aug-79,,,X
2418,Aug-79,,,X
2419,Aug-79,,,X
2420,Aug-79,,,X
2421,Aug-79,,,X
2422,Aug-79,,,X
2423,Aug-79,,,X
2424,Aug-79,,,X
2425,Aug-79,,,X
2426,Aug-79,,,X
2427,Aug-79,,,X
2428,Aug-79,,,X
2429,Aug-79,,,X
2430,Aug-79,,,X
2431,Aug-79,,,X
2432,Aug-79,,,X
2433,Aug-79,,,X
2434,Aug-79,,,X
2435,Aug-79,,,X
2436,Aug-79,,,X
2437,Aug-79,,,X
2438,Sep-79,,,X
2439,Sep-79,,,X
2440,Sep-79,,,X
2441,Sep-79,,,X
2442,Sep-79,,,X
2443,Sep-79,,,X
2444,Sep-79,,,X
2445,Sep-79,,,X
2446,Sep-79,,,X
2447,Sep-79,,,X
2448,Sep-79,,,X
2449,Sep-79,,,X
2450,Sep-79,,,X
2451,Sep-79,,,X
2452,Sep-79,,May-79,X
2453,Sep-79,,May,X
2454,Sep-79,,May,X
2455,Sep-79,,May,X
2456,Sep-79,,May,X
2457,Oct-79,,,X
2458,Oct-79,,,X
2459,Oct-79,Pavilion construction,water line cut off west side building  faucet NW corner path,X
2460,Oct-79,Pavilion construction,,X
2461,Oct-79,,,X
2462,Oct-79,,,X
2463,Oct-79,,,X
2464,Oct-79,,,X
2465,Oct-79,,,X
2466,Oct-79,,,X
2467,Oct-79,,,X
2468,Oct-79,,,X
2469,Oct-79,,,X
2470,Oct-79,,,X
2471,Oct-79,,,X
2472,Oct-79,,,X
2473,Oct-79,,,X
2474,Oct-79,,,X
2475,Oct-79,,,X
2476,Oct-79,,,X
2477,Oct-79,,,X
2478,Oct-79,,,X
2479,Oct-79,,,X
2480,Oct-79,,,X
2481,Oct-79,,,X
2482,Oct-79,,"Steve & Jerry White, grandsons of Bill Robinson",X
2483,Oct-79,,,X
2484,Oct-79,,,X
2485,Oct-79,,,X
2486,Oct-79,,,X
2487,Oct-79,,,X
2488,Oct-79,,,X
2489,Oct-79,,,X
2490,,,,X
2491,Oct-79,,,X
2492,Nov-79,,,X
2493,Nov-79,,,X
2494,Nov-79,,,X
2495,Oct-79,,Kitchen drain in front of office entrance       see next slide,X
2496,Oct-79,,Kitchen drain  ,X
2497,Oct-79,,Basement on left of picture,X
2498,Oct-79,,Kitchen drain        cooper water line from basement to kitchen,X
2499,Oct-79,,,X
2500,Oct-79,,pipe heading for basement,X
2501,Oct-79,,,X
2502,Oct-79,,,X
2503,Oct-79,,near men's room looking towards kitchen,X
2504,Oct-79,,looking west area where ladder is filled in,X
2505,Oct-79,,stair way,X
2506,Oct-79,,"electric line going to basement, top of stairs",X
2507,Oct-79,,SW corner.  Drain pipe going into stairway,X
2508,Oct-79,,,X
2509,Oct-79,,drain out of basement area     east side,X
2510,Oct-79,,6 inch blue plastic line crossing paths,X
2511,Oct-79,,,X
2512,Oct-79,,,X
2513,Oct-79,,,X
2514,Oct-79,,,X
2515,Oct-79,,,X
2516,Oct-79,,,X
2517,Oct-79,,,X
2518,Oct-79,,,X
2519,Oct-79,,,X
2520,Oct-79,,,X
2521,Oct-79,,"new line under old 3"" line about 6' south of corner wall.  Also alarm wires too",X
2522,Oct-79,,,X
2523,Oct-79,,"top line in next picture.  1 1/2"" old line near natural water basin",X
2524,Oct-79,,,X
2525,Oct-79,,wire on blue pipe for electrolisis stop line from being eaten up,X
2526,Oct-79,,,X
2527,Oct-79,,fire hydrant added on left.  Water line to building on right.,X
2528,Oct-79,,,X
2529,Oct-79,,east looking west wall of women's restroom drain from basement.  See next slide.  Same pip lower part of slide,X
2530,Oct-79,,east side swere line going north from basement.,X
2531,Oct-79,,left corner of building office entrance looking east.  Join line from basement north & south,X
2532,Oct-79,,kitchen line from office area goes east then angles down to north & south line,X
2533,Oct-79,,lokking north from junction of kitchen line,X
2534,Oct-79,,2 lines into catch basin north end of bank,X
2535,Oct-79,,looking south from catch basin,X
2536,Oct-79,,looking north,X
2537,Oct-79,,left cap where water line to building.  Fire hydrant on right,X
2538,Oct-79,,fire line around corner of office goes south to basement,X
2539,Oct-79,,fire line going in under women's restroom.  Sewer line deeper there.,X
2540,Oct-79,,,X
2541,Oct-79,,,X
2542,Oct-79,,stairs holes for elcetricity,X
2543,Oct-79,,hole closed up when lumber cam in,X
2544,Oct-79,,drain line outside n. wall men's room standing in main hall,X
2545,Oct-79,,fillin sewer line near office north looking south,X
2546,Oct-79,,drain at door of office sewer line cover up below white line.  See next slide for location,X
2547,Oct-79,,,X
2548,Oct-79,,drain line going into basement under women's room,X
2549,Oct-79,,south looking north     east side,X
2550,Oct-79,,north end,X
2551,Oct-79,,,X
2552,Oct-79,,,X
2553,Oct-79,,,X
2554,Oct-79,,,X
2555,Oct-79,,,X
2556,Oct-79,,,X
2557,Nov-79,,,X
2558,Nov-79,,,X
2559,Nov-79,,basement wire into area,X
2560,Nov-79,,,X
2561,Nov-79,,,X
2562,Nov-79,,,X
2563,Nov-79,,,X
2564,Nov-79,,,X
2565,Nov-79,,,X
2566,Nov-79,,,X
2567,Nov-79,,,X
2568,Nov-79,,,X
2569,Nov-79,,,X
2570,Nov-79,,,X
2571,Nov-79,,,X
2572,Nov-79,,,X
2573,Nov-79,,,X
2574,Nov-79,,,X
2575,Nov-79,,,X
2576,Nov-79,,women's room east wall,X
2577,Nov-79,,,X
2578,Nov-79,,,X
2579,Nov-79,,,X
2580,Nov-79,,,X
2581,Nov-79,,,X
2582,Nov-79,,,X
2583,,,post card,X
2584,Nov-79,,,X
2585,Nov-79,,,X
2586,Dec-79,,,X
2587,Dec-79,,,X
2588,Dec-79,,,X
2589,Dec-79,,,X
2590,Dec-79,,,X
2591,Dec-79,,,X
2592,Dec-79,,,X
2593,Dec-79,,,X
2594,Dec-79,,,X
2595,Dec-79,,,X
2596,Dec-79,,,X
2597,Dec-79,,,X
2598,Dec-79,,,X
2599,Dec-79,,,X
2600,Dec-79,,,X
2601,Dec-79,,electrical going into basement,X
2602,Dec-79,,,X
2603,Dec-79,,,X
2604,Dec-79,,,X
2605,Dec-79,,,X
2606,Dec-79,,,X
2607,Dec-79,,,X
2608,Dec-79,,,X
2609,Dec-79,,,X
2610,Dec-79,,,X
2611,Dec-79,,women's east wall,X
2612,Dec-79,,women's west wall,X
2613,Dec-79,,women's looking north,X
2614,Dec-79,,south wall storage room,X
2615,Dec-79,,men's south wall,X
2616,Dec-79,,men's south wall,X
2617,Dec-79,,men's west walll,X
2618,Dec-79,,ceiling looking north from storage room,X
2619,Dec-79,,vents above women's from main hall,X
2620,Dec-79,,,X
2621,Dec-79,,office south wall outside door left,X
2622,Dec-79,,office wall south,X
2623,Dec-79,,office wall west,X
2624,Dec-79,,,X
2625,Dec-79,,west wall meeting room,X
2626,Dec-79,,kitchen north wall,X
2627,Dec-79,,water heater west corner,X
2628,Dec-79,,west wall stove area,X
2629,Dec-79,,new stone close up   Flat garden,X
2630,Dec-79,,,X
2631,Dec-79,,,X
2632,Jan-80,,looking into storage room,X
2633,Jan-80,,looking into kitchen,X
2634,Jan-80,,,X
2635,Jan-80,,main pavilion tile,X
2636,Jan-80,,main panel pavilion,X
2637,Jan-80,,,X
2638,Jan-80,,sprinkler valves,X
2639,Jan-80,,,X
2640,Jan-80,,looking north towards kitchen,X
2641,Jan-80,,above kitchen,X
2642,Jan-80,,attick fire sprinklers,X
2643,Jan-80,,,X
2644,Jan-80,,,X
2645,Jan-80,,above kitchen,X
2646,Jan-80,,,X
2647,Jan-80,,looking a small meeting room,X
2648,Jan-80,,,X
2649,Jan-80,,,X
2650,Jan-80,,Mt. Hood,X
2651,Jan-80,Garden snow scenes,,X
2652,Jan-80,Garden snow scenes,,X
2653,Jan-80,Garden snow scenes,,X
2654,Jan-80,Garden snow scenes,,X
2655,Jan-80,Garden snow scenes,,X
2656,Jan-80,Garden snow scenes,,X
2657,Jan-80,Garden snow scenes,,X
2658,Jan-80,Garden snow scenes,,X
2659,Jan-80,Garden snow scenes,,X
2660,Jan-80,Pagoda with snow,,X
2661,Jan-80,Garden snow scenes,,X
2662,Jan-80,Garden snow scenes,,X
2663,Jan-80,Garden snow scenes,,X
2664,Jan-80,Garden snow scenes,,X
2665,Jan-80,Garden snow scenes,,X
2666,Jan-80,Garden snow scenes,,X
2667,Jan-80,Garden snow scenes,,X
2668,Jan-80,Garden snow scenes,,X
2669,Jan-80,Garden snow scenes,,X
2670,Jan-80,Garden snow scenes,,X
2671,Jan-80,Garden snow scenes,,X
2672,Jan-80,Garden snow scenes,,X
2673,Jan-80,Garden snow scenes,,X
2674,Jan-80,Garden snow scenes,,X
2675,Jan-80,Garden snow scenes,,X
2676,Jan-80,Garden snow scenes,,X
2677,Jan-80,Garden snow scenes,,X
2678,Jan-80,Garden snow scenes,,X
2679,Jan-80,Garden snow scenes,,X
2680,Jan-80,Garden snow scenes,,X
2681,Jan-80,Garden snow scenes,,X
2682,Jan-80,Garden snow scenes,,X
2683,Jan-80,Garden snow scenes,,X
2684,Jan-80,Garden snow scenes,,X
2685,Jan-80,Garden snow scenes,,X
2686,Jan-80,Garden snow scenes,,X
2687,Jan-80,Garden snow scenes,,X
2688,Jan-80,Garden snow scenes,,X
2689,Jan-80,Garden snow scenes,,X
2690,Jan-80,Garden snow scenes,,X
2691,Jan-80,Garden snow scenes,,X
2692,Jan-80,Garden snow scenes,,X
2693,Jan-80,Garden snow scenes,,X
2694,Jan-80,Garden snow scenes,,X
2695,Jan-80,Garden snow scenes,,X
2696,Jan-80,Garden snow scenes,,X
2697,Jan-80,Garden snow scenes,,X
2698,Jan-80,Garden snow scenes,,X
2699,Mar-80,Garden snow scenes,,X
2700,Mar-80,Garden snow scenes,,X
2701,Mar-80,Garden snow scenes,,X
2702,Mar-80,Garden snow scenes,,X
2703,Mar-80,Garden snow scenes,,X
2704,Mar-80,Garden snow scenes,,X
2705,Mar-80,Garden snow scenes,,X
2706,Mar-80,Garden snow scenes,,X
2707,Mar-80,Garden snow scenes,,X
2708,,Upper pond with snow,in flyer,X
2709,Apr-80,Garden snow scenes,,X
2710,Apr-80,Garden snow scenes,,X
2711,Apr-80,Garden snow scenes,,X
2712,Apr-80,Lantern with snow,,X
2713,Apr-80,Garden snow scenes,,X
2714,Apr-80,Garden snow scenes,,X
2715,Apr-80,Garden snow scenes,,X
2716,Apr-80,Garden snow scenes,,X
2717,Apr-80,Tea house with snow,,X
2718,Apr-80,Garden snow scenes,,X
2719,Apr-80,Garden snow scenes,,X
2720,Apr-80,Koto lantern with snow,,X
2721,Apr-80,,,X
2722,Apr-80,,,X
2723,Apr-80,,,X
2724,Apr-80,,,X
2725,Apr-80,,,X
2726,Apr-80,,,X
2727,Apr-80,,,X
2728,Apr-80,,,X
2729,Apr-80,,,X
2730,Apr-80,,,X
2731,Apr-80,,,X
2732,Apr-80,,,X
2733,Apr-80,,,X
2734,Apr-80,,,X
2735,Apr-80,,,X
2736,Apr-80,,,X
2737,Apr-80,,,X
2738,Apr-80,,,X
2739,Apr-80,,,X
2740,Apr-80,,,X
2741,Apr-80,,,X
2742,Apr-80,,,X
2743,Feb-80,,,X
2744,Feb-80,,,X
2745,Feb-80,,,X
2746,Feb-80,,,X
2747,Feb-80,,,X
2748,Feb-80,,,X
2749,Feb-80,,,X
2750,Feb-80,,,X
2751,Feb-80,,,X
2752,Feb-80,,,X
2753,Feb-80,,,X
2754,Feb-80,,,X
2755,Feb-80,,,X
2756,Feb-80,,,X
2757,Feb-80,,,X
2758,Feb-80,,,X
2759,Feb-80,,,X
2760,Feb-80,,,X
2761,Feb-80,,,X
2762,Feb-80,,,X
2763,Feb-80,,,X
2764,Feb-80,,,X
2765,Feb-80,,,X
2766,Feb-80,,,X
2767,Feb-80,,,X
2768,Feb-80,,,X
2769,Feb-80,,,X
2770,Feb-80,,,X
2771,Feb-80,,,X
2772,Feb-80,,,X
2773,Feb-80,,,X
2774,Feb-80,,,X
2775,Feb-80,,,X
2776,Feb-80,,,X
2777,Feb-80,,,X
2778,Feb-80,,,X
2779,Feb-80,,,X
2780,Mar-80,,,X
2781,Mar-80,,,X
2782,Mar-80,,,X
2783,Apr-80,,,X
2784,Apr-80,,,X
2785,Apr-80,,,X
2786,Apr-80,,,X
2787,Apr-80,,,X
2788,Apr-80,,,X
2789,Apr-80,,,X
2790,Apr-80,,,X
2791,Apr-80,collecting pavilion step stones Mt. Hood,,X
2792,Apr-80,collecting stones Mt. Hood  Rd. s-25,,X
2793,Apr-80,"collecting stones Mt. Hood  Guisti, Kondo",,X
2794,Apr-80,collecting pavilion step stones Mt. Hood,,X
2795,Apr-80,collecting pavilion step stones Mt. Hood,,X
2796,Apr-80,stones for pavilion steps,,X
2797,Apr-80,stones for pavilion steps,,X
2798,Apr-80,,,X
2799,Apr-80,,,X
2800,Apr-80,,,X
2801,Apr-80,,,X
2802,Apr-80,,,X
2803,Apr-80,,,X
2804,Apr-80,,,X
2805,Apr-80,,,X
2806,Apr-80,,,X
2807,Apr-80,,,X
2808,Apr-80,,,X
2809,Apr-80,,,X
2810,May-80,,,X
2811,May-80,,,X
2812,May-80,,,X
2813,May-80,,,X
2814,May-80,,,X
2815,May-80,,,X
2816,May-80,,,X
2817,May-80,,,X
2818,May-80,,,X
2819,May-80,,,X
2820,May-80,,,X
2821,May-80,,,X
2822,May-80,,,X
2823,May-80,,,X
2824,May-80,,,X
2825,May-80,,,X
2826,May-80,,,X
2827,May-80,,,X
2828,May-80,,,X
2829,May-80,,,X
2830,May-80,,,X
2831,May-80,,,X
2832,May-80,,,X
2833,May-80,,,X
2834,May-80,,,X
2835,May-80,,,X
2836,May-80,,,X
2837,May-80,,,X
2838,May-80,,,X
2839,May-80,,,X
2840,May-80,"Maggie Drake, Hugh",,X
2841,May-80,"Maggie Drake, Hugh",,X
2842,May-80,,,X
2843,May-80,,,X
2844,May-80,,,X
2845,May-80,,,X
